numb_features,RSS,R_squared,features,min_RSS,max_R_squared
5,9.401851544881267e-05,0.9999999999973043,"('GHI', 'DHI', 'DNI', 'WS', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.06172166446288667,0.9999999982302973,"('GHI', 'DHI', 'DNI', 'RH', 'T')",7.630288525685314e-05,0.9999999999978123
5,0.061723159944119074,0.9999999982302543,"('GHI', 'DHI', 'DNI', 'RH', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.061794179716017625,0.9999999982282178,"('GHI', 'DHI', 'DNI', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,7.630288525685314e-05,0.9999999999978123,"('GHI', 'DHI', 'WS', 'RH', 'T')",7.630288525685314e-05,0.9999999999978123
5,8.622843509001882e-05,0.9999999999975278,"('GHI', 'DHI', 'WS', 'RH', 'DP')",7.630288525685314e-05,0.9999999999978123
5,7.760096928136691e-05,0.9999999999977751,"('GHI', 'DHI', 'WS', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.061936098464815466,0.999999998224149,"('GHI', 'DHI', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,7.966879685933177e-05,0.9999999999977157,"('GHI', 'DNI', 'WS', 'RH', 'T')",7.630288525685314e-05,0.9999999999978123
5,8.266883605283496e-05,0.9999999999976296,"('GHI', 'DNI', 'WS', 'RH', 'DP')",7.630288525685314e-05,0.9999999999978123
5,8.222444773493328e-05,0.9999999999976424,"('GHI', 'DNI', 'WS', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.06170731967401525,0.9999999982307085,"('GHI', 'DNI', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.00016378616358658663,0.9999999999953039,"('GHI', 'WS', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,9.072568341206698e-05,0.9999999999973986,"('DHI', 'DNI', 'WS', 'RH', 'T')",7.630288525685314e-05,0.9999999999978123
5,8.716240785141343e-05,0.9999999999975008,"('DHI', 'DNI', 'WS', 'RH', 'DP')",7.630288525685314e-05,0.9999999999978123
5,9.105442009636174e-05,0.9999999999973893,"('DHI', 'DNI', 'WS', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,0.061793500322235004,0.9999999982282375,"('DHI', 'DNI', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,4.996886389797382,0.9999998567277123,"('DHI', 'WS', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
5,203.47331617413846,0.9999941659495085,"('DNI', 'WS', 'RH', 'T', 'DP')",7.630288525685314e-05,0.9999999999978123
6,9.854721260429485e-05,0.9999999999971744,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'T')",8.222203493424948e-05,0.9999999999976427
6,8.895555256374588e-05,0.9999999999974495,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'DP')",8.222203493424948e-05,0.9999999999976427
6,9.71128718225694e-05,0.9999999999972156,"('GHI', 'DHI', 'DNI', 'WS', 'T', 'DP')",8.222203493424948e-05,0.9999999999976427
6,0.0617449323546419,0.9999999982296301,"('GHI', 'DHI', 'DNI', 'RH', 'T', 'DP')",8.222203493424948e-05,0.9999999999976427
6,8.222203493424948e-05,0.9999999999976427,"('GHI', 'DHI', 'WS', 'RH', 'T', 'DP')",8.222203493424948e-05,0.9999999999976427
6,0.00012574969206245328,0.9999999999963944,"('GHI', 'DNI', 'WS', 'RH', 'T', 'DP')",8.222203493424948e-05,0.9999999999976427
6,9.160284155396614e-05,0.9999999999973734,"('DHI', 'DNI', 'WS', 'RH', 'T', 'DP')",8.222203493424948e-05,0.9999999999976427
7,8.751559751145997e-05,0.9999999999974908,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'T', 'DP')",8.751559751145997e-05,0.9999999999974908
